CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,IS_EMPLOYED,TYPE
0,0,0,-0.5796609024426633,0.8185090787872972,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Cooking staff,-1.3145635887181122,0.6724147277828003,1,1
1,1,1,-0.5796609024426633,0.8185090787872972,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,-1.3145635887181122,0.32489857615836,1,1
0,0,1,-0.5796609024426633,-0.286731100681229,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Waiters/barmen staff,-0.21767983988774908,0.5855356898766902,1,1
1,0,1,-0.5796609024426633,-0.06568306478752377,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,-0.21767983988774908,0.8461728035950205,1,1
0,1,0,-0.5796609024426633,-0.06568306478752377,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,-0.21767983988774908,0.15114050034613982,1,1
1,0,1,-0.5796609024426633,0.5974610428935919,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,-0.21767983988774908,-1.3258031440577316,1,1
1,1,0,2.1144616779183996,0.15536497110618144,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,1.9760876577729771,-0.2832546891844106,1,1
0,0,1,-0.5796609024426633,-0.7288271724686395,Working,Incomplete higher,Single / not married,Rented apartment,1,0,0,0,Laborers,-1.3145635887181122,-1.847077371494392,1,1
1,0,1,-0.5796609024426633,-0.5077791365749342,State servant,Secondary / secondary special,Married,Rented apartment,1,1,0,1,Unknown,-0.21767983988774908,-1.3258031440577316,1,1
0,1,0,2.1144616779183996,-0.5077791365749342,Working,Secondary / secondary special,Married,With parents,1,0,0,1,Laborers,1.9760876577729771,-1.4126821819638418,1,1
0,0,1,-0.5796609024426633,-1.0382944227198267,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Laborers,-1.3145635887181122,-0.1963756512783005,1,1
0,0,1,2.1144616779183996,-0.5961983509324164,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,1.9760876577729771,-0.8045289166210711,1,1
0,0,1,-0.5796609024426633,-0.286731100681229,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,-0.21767983988774908,0.8461728035950205,1,1
1,0,1,-0.5796609024426633,-0.5077791365749342,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,-0.21767983988774908,0.7592937656889104,0,1
0,0,1,-0.5796609024426633,1.0395571146810023,Working,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Waiters/barmen staff,-1.3145635887181122,0.9330518415011306,1,1
0,0,1,0.767400387737868,0.8185090787872972,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,0.879203908942614,0.5855356898766902,1,1
0,0,1,0.767400387737868,-0.5077791365749342,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,0.879203908942614,-1.4126821819638418,1,1
0,0,0,-0.5796609024426633,0.37641300699988667,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Drivers,-0.21767983988774908,-1.3258031440577316,1,1
0,0,1,-0.5796609024426633,0.2879937926424046,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,-0.21767983988774908,1.280567993125571,1,1
0,0,1,-0.5796609024426633,-0.8614559940048626,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,-1.3145635887181122,1.6280841447500112,0,1
0,0,1,-0.5796609024426633,0.5974610428935919,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,-0.21767983988774908,0.41177761406447005,1,1
0,1,1,-0.5796609024426633,-0.7288271724686395,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,-0.21767983988774908,0.9330518415011306,1,1
0,0,1,-0.5796609024426633,-1.17092324425605,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Medicine staff,-0.21767983988774908,-0.10949661337219042,1,1
0,0,0,-0.5796609024426633,-1.303552065792273,Working,Higher education,Married,House / apartment,1,1,0,0,Medicine staff,-0.21767983988774908,-0.2832546891844106,1,1
0,0,1,0.767400387737868,-1.17092324425605,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Accountants,-0.21767983988774908,-1.1520450682455114,1,1
1,1,1,0.767400387737868,0.8185090787872972,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,0.879203908942614,-0.1963756512783005,1,1
0,1,1,-0.5796609024426633,-0.286731100681229,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,-1.3145635887181122,-0.10949661337219042,1,1
0,0,1,-0.5796609024426633,-0.9498752083623446,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,-0.21767983988774908,0.8461728035950205,1,1
0,0,0,-0.5796609024426633,-0.5961983509324164,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Sales staff,-0.21767983988774908,-0.5438918029027409,1,1
1,0,1,-0.5796609024426633,0.11115536392744041,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,-0.21767983988774908,2.0624793342805616,0,1
0,1,1,-0.5796609024426633,0.15536497110618144,State servant,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,-1.3145635887181122,-0.45701276499663074,1,1
0,0,1,-0.5796609024426633,0.37641300699988667,Working,Higher education,Widow,House / apartment,1,1,0,0,Sales staff,-1.3145635887181122,1.1068099173133508,1,1
0,0,1,-0.5796609024426633,1.702701222362118,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,Private service staff,-1.3145635887181122,0.4986566519705802,1,1
1,1,1,-0.5796609024426633,0.15536497110618144,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,-0.21767983988774908,-1.0651660303394013,1,1
0,0,1,-0.5796609024426633,1.2606051505747076,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,-1.3145635887181122,-0.1963756512783005,1,1
1,1,0,-0.5796609024426633,-0.06568306478752377,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,-0.21767983988774908,-0.37013372709052067,1,1
0,0,1,-0.5796609024426633,-0.1894699648879987,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,-0.21767983988774908,0.7592937656889104,0,1
0,1,1,0.767400387737868,-0.286731100681229,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Private service staff,-0.21767983988774908,-1.2389241061516214,1,1
0,0,1,-0.5796609024426633,-1.2814472622029025,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,-0.21767983988774908,1.8887212584683415,0,1
0,0,1,-0.5796609024426633,-0.1894699648879987,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,-0.21767983988774908,0.7592937656889104,0,1
1,1,0,-0.5796609024426633,0.685880257251074,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,-0.21767983988774908,1.454326068937791,0,1
0,0,1,2.1144616779183996,0.37641300699988667,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,1.9760876577729771,-0.5438918029027409,1,0
0,0,0,0.767400387737868,0.15536497110618144,Working,Higher education,Married,House / apartment,1,1,0,0,Unknown,0.879203908942614,0.06426146244002974,1,1
1,1,0,2.1144616779183996,-0.286731100681229,Working,Secondary / secondary special,Separated,With parents,1,0,0,0,Laborers,0.879203908942614,-0.45701276499663074,1,1
0,0,0,0.767400387737868,-1.0825040298985678,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,Accountants,0.879203908942614,-0.8045289166210711,1,1
0,0,0,2.1144616779183996,-1.0825040298985678,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,1.9760876577729771,-0.1963756512783005,1,1
0,0,0,-0.5796609024426633,-0.286731100681229,Working,Higher education,Single / not married,Office apartment,1,0,0,0,Laborers,-1.3145635887181122,0.6724147277828003,1,1
0,0,1,0.767400387737868,1.702701222362118,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,0.879203908942614,0.23801953825224992,1,1
1,1,1,-0.5796609024426633,0.5974610428935919,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,-0.21767983988774908,-1.1520450682455114,1,1
1,1,0,0.767400387737868,0.15536497110618144,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Sales staff,0.879203908942614,-0.9782869924332913,1,1
1,0,1,-0.5796609024426633,1.9237492582558233,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,-0.21767983988774908,-1.4126821819638418,1,1
0,0,1,0.767400387737868,2.0121684726133053,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,0.879203908942614,-0.45701276499663074,1,1
1,0,0,-0.5796609024426633,-0.286731100681229,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Low-skill Laborers,-0.21767983988774908,1.367447031031681,1,1
0,0,0,-0.5796609024426633,-0.8614559940048626,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,-0.21767983988774908,-0.2832546891844106,1,1
1,0,1,-0.5796609024426633,-0.7288271724686395,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Low-skill Laborers,-0.21767983988774908,0.5855356898766902,1,1
1,0,1,0.767400387737868,0.8185090787872972,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Sales staff,-0.21767983988774908,-0.5438918029027409,1,1
0,0,1,-0.5796609024426633,-0.6404079581111574,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,-0.21767983988774908,0.41177761406447005,1,1
0,0,1,-0.5796609024426633,-0.5077791365749342,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,-0.21767983988774908,1.0199308794072406,1,1
0,1,1,-0.5796609024426633,-0.5077791365749342,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,-0.21767983988774908,-0.717649878714961,1,1
0,1,1,-0.5796609024426633,0.8185090787872972,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cleaning staff,-1.3145635887181122,0.15114050034613982,1,1
0,0,1,-0.5796609024426633,-0.1983118863237469,Commercial associate,Higher education,Widow,House / apartment,1,0,0,0,Cleaning staff,-1.3145635887181122,1.0199308794072406,1,1
0,0,1,-0.5796609024426633,-0.6404079581111574,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Accountants,-0.21767983988774908,-1.1520450682455114,1,1
0,0,1,-0.5796609024426633,-0.8172463868261215,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,-0.21767983988774908,2.1493583721866716,0,1
0,0,1,0.767400387737868,-0.5077791365749342,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Managers,0.879203908942614,-1.3258031440577316,1,1
1,1,1,0.767400387737868,0.5974610428935919,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,0.879203908942614,-1.0651660303394013,1,1
0,0,1,-0.5796609024426633,0.5974610428935919,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,-0.21767983988774908,1.280567993125571,1,1
0,0,1,-0.5796609024426633,-0.06568306478752377,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,-0.21767983988774908,1.1068099173133508,1,1
0,0,1,-0.5796609024426633,0.1995745782849225,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,-1.3145635887181122,0.6724147277828003,1,1
0,0,1,2.1144616779183996,-0.9498752083623446,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,1.9760876577729771,-0.717649878714961,1,1
0,0,0,-0.5796609024426633,-0.7288271724686395,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,-0.21767983988774908,1.0199308794072406,1,1
1,1,1,4.8085842582794625,-0.286731100681229,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,4.169855155433703,-1.0651660303394013,1,1
0,1,0,-0.5796609024426633,0.37641300699988667,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Managers,-0.21767983988774908,-0.37013372709052067,1,1
0,0,1,-0.5796609024426633,0.5974610428935919,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,-1.3145635887181122,1.7149631826561214,0,1
0,1,1,-0.5796609024426633,1.2606051505747076,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Laborers,-1.3145635887181122,0.4986566519705802,1,1
0,0,0,-0.5796609024426633,1.0395571146810023,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,-0.21767983988774908,0.6724147277828003,1,1
0,0,1,-0.5796609024426633,0.37641300699988667,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cleaning staff,-1.3145635887181122,0.41177761406447005,1,1
0,1,1,2.1144616779183996,-0.6846175652898984,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,1.9760876577729771,-0.6307708408088509,1,1
0,0,1,0.767400387737868,1.2606051505747076,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,0.879203908942614,0.06426146244002974,1,1
1,1,0,-0.5796609024426633,0.8185090787872972,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Drivers,-0.21767983988774908,-0.1963756512783005,1,1
0,1,0,-0.5796609024426633,-0.8172463868261215,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,-0.21767983988774908,-0.37013372709052067,1,1
0,1,1,2.1144616779183996,0.37641300699988667,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Private service staff,1.9760876577729771,-0.45701276499663074,1,1
0,0,1,2.1144616779183996,-0.06568306478752377,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,High skill tech staff,1.9760876577729771,-1.3258031440577316,1,1
0,0,0,2.1144616779183996,-0.7730367796473805,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,1.9760876577729771,-0.5438918029027409,1,1
1,1,0,-0.5796609024426633,-0.8614559940048626,Working,Higher education,Married,With parents,1,0,0,0,Unknown,-0.21767983988774908,-1.3258031440577316,1,1
0,0,0,2.1144616779183996,0.37641300699988667,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,1,1,0,Sales staff,0.879203908942614,-0.8914079545271811,1,1
1,1,1,2.1144616779183996,-0.06568306478752377,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,1.9760876577729771,-0.6307708408088509,1,1
1,1,0,-0.5796609024426633,1.0395571146810023,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Drivers,-1.3145635887181122,-0.45701276499663074,1,1
0,0,1,-0.5796609024426633,0.37641300699988667,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Unknown,-0.21767983988774908,1.8887212584683415,0,1
0,0,0,-0.5796609024426633,1.2606051505747076,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Private service staff,-1.3145635887181122,0.41177761406447005,1,1
1,0,1,-0.5796609024426633,0.15536497110618144,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,-0.21767983988774908,0.7592937656889104,1,1
1,1,1,2.1144616779183996,-0.5961983509324164,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,1.9760876577729771,0.15114050034613982,1,1
1,1,0,0.767400387737868,1.879539651077082,State servant,Higher education,Married,House / apartment,1,0,0,0,Unknown,0.879203908942614,-0.37013372709052067,1,1
0,0,1,-0.5796609024426633,-0.06568306478752377,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,-0.21767983988774908,1.7149631826561214,0,1
1,1,0,-0.5796609024426633,-1.0382944227198267,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Drivers,-0.21767983988774908,1.1068099173133508,1,1
0,0,0,2.1144616779183996,-0.15410227914500585,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,1.9760876577729771,-0.2832546891844106,1,1
